name,C_SRR370,C_SRR371,C_SRR372,C_SRR373,C_SRR374,C_SRR377,C_SRR378,C_SRR380,C_SRR381,C_SRR382,PD_SRR316,PD_SRR317,PD_SRR318,PD_SRR319,PD_SRR320,PD_SRR325,PD_SRR329,PD_SRR333,PD_SRR334,PD_SRR335
Cellulosilyticum sp. WCF-2,0.0,1e-05,2e-05,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,0.0
Cetobacterium somerae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chakrabartyella piscis,0.0,1e-05,1e-05,0.0,1e-05,1e-05,1e-05,1e-05,0.0,0.0,1e-05,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0
Chitinophaga pinensis,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chitinophaga sp. XS-30,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chlorobaculum limnaeum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chlorobaculum tepidum,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chordicoccus furentiruminis,2e-05,3e-05,2e-05,9e-05,2e-05,7e-05,1e-05,3e-05,1e-05,3e-05,1e-05,2e-05,1e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,2e-05
Christensenella massiliensis,1e-05,7e-05,7e-05,1e-05,0.00012,0.00024,6e-05,6e-05,3e-05,0.00014,2e-05,0.00019,4e-05,0.00028,2e-05,1e-05,4e-05,2e-05,1e-05,1e-05
Christensenella minuta,3e-05,6e-05,8e-05,6e-05,6e-05,0.0002,2e-05,6e-05,8e-05,2e-05,0.0,2e-05,1e-05,1e-05,2e-05,0.0,6e-05,6e-05,0.0,0.0
Christensenella sp. MSJ-20,0.0,4e-05,6e-05,1e-05,7e-05,9e-05,3e-05,8e-05,5e-05,6e-05,0.0,1e-05,0.0001,0.00018,0.0,1e-05,5e-05,2e-05,0.0,1e-05
Chromobacterium paludis,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chromobacterium violaceum,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chryseobacterium indologenes,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Chryseobacterium sp. 3008163,0.0,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chryseobacterium sp. HR92,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,0.0,0.0,1e-05,3e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0
Chryseobacterium sp. MA9,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chryseobacterium sp. PMSZPI,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Citrobacter amalonaticus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.00113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Citrobacter braakii,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,1e-05,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Citrobacter cronae,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Citrobacter europaeus,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Citrobacter farmeri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,2e-05
Citrobacter freundii,4e-05,0.0,0.0,1e-05,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.00172,0.0,0.0,1e-05,0.0,1e-05,0.0,5e-05,0.0
Citrobacter koseri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0
Citrobacter portucalensis,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0
Citrobacter sp. CFNIH10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Citrobacter sp. MGH 55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Citrobacter sp. RHB35-C17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Citrobacter sp. RHBSTW-00986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0
Citrobacter sp. Y3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0
Citrobacter werkmanii,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claveliimonas bilis,6e-05,6e-05,4e-05,0.00017,0.0001,7e-05,0.00011,9e-05,7e-05,0.00033,0.0005,7e-05,5e-05,0.00088,4e-05,5e-05,4e-05,0.0001,3e-05,5e-05
Cloacibacillus evryensis,0.0,1e-05,0.0003,0.0,1e-05,0.0,0.0,1e-05,1e-05,1e-05,2e-05,0.0,9e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Cloacibacillus porcorum,1e-05,1e-05,2e-05,0.0,1e-05,0.00038,0.0,4e-05,0.0,1e-05,0.0,1e-05,0.0,1e-05,0.0,0.0,1e-05,4e-05,0.0,0.0
Clostridioides difficile,0.00045,0.0009,0.00123,0.00147,0.00062,0.00321,0.00069,0.00149,0.00084,0.00096,0.00131,0.0009,0.00028,0.0007,0.00073,0.00023,0.00162,0.00577,0.00119,0.00023
Clostridioides sp. ES-S-0054-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium acetobutylicum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,5e-05,0.0,0.0,0.0,0.0,0.0
Clostridium baratii,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,3e-05,0.0,0.0,0.0,0.0,0.0
Clostridium beijerinckii,0.0,0.0,0.0,1e-05,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0
Clostridium bornimense,0.0,2e-05,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,1e-05
Clostridium botulinum,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,2e-05,0.0,1e-05,0.0,1e-05,0.0
Clostridium butyricum,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,1e-05,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0
Clostridium cadaveris,1e-05,3e-05,4e-05,6e-05,5e-05,0.00013,0.00013,3e-05,2e-05,2e-05,1e-05,1e-05,2e-05,2e-05,0.00011,0.0,3e-05,1e-05,1e-05,0.0
Clostridium cellulovorans,0.0,1e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium chauvoei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0
Clostridium culturomicium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0
Clostridium estertheticum,1e-05,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium gasigenes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0
Clostridium gelidum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0
Clostridium intestinale,0.0,0.0,1e-05,0.0,1e-05,0.0,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0
Clostridium isatidis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,1e-05,0.0,0.0,0.0
Clostridium manihotivorum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0
Clostridium novyi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0
Clostridium pasteurianum,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0
Clostridium perfringens,5e-05,0.00017,0.00013,7e-05,0.00083,0.00066,0.00079,4e-05,0.00086,3e-05,0.00139,2e-05,4e-05,0.00024,0.00032,0.00064,0.00082,0.0009,1e-05,0.00064
Clostridium saccharobutylicum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0
Clostridium saccharoperbutylacetonicum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0
Clostridium septicum,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,1e-05,0.0,0.0,0.0
Clostridium sp. 'deep sea',0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium sp. 10cd*,0.00149,3e-05,1e-05,0.00016,0.00017,2e-05,0.00046,0.0007,0.00021,0.00024,0.00244,7e-05,1e-05,0.00011,5e-05,0.00014,2e-05,0.00032,0.00091,0.00014
Clostridium sp. BJN0013,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium sp. C1,0.0,0.0,0.0,0.00019,0.0,1e-05,5e-05,2e-05,0.0,8e-05,2e-05,0.0,0.0,3e-05,0.0,0.00028,0.00011,1e-05,0.0,0.00028
Clostridium sp. HCS.1,0.0,0.0,0.0,1e-05,0.0,1e-05,0.0,1e-05,2e-05,0.0,0.0,1e-05,0.0,0.0,2e-05,0.0,1e-05,1e-05,0.0,0.0
Clostridium sp. LQ25,0.0,0.0,3e-05,0.0,0.0,3e-05,6e-05,0.0,3e-05,1e-05,1e-05,1e-05,0.0,3e-05,3e-05,2e-05,0.0,1e-05,2e-05,2e-05
Clostridium sp. M62/1,0.00049,0.00098,0.00038,0.00019,0.00123,0.00234,0.00108,0.00072,0.00037,0.00069,0.00065,0.00046,0.00037,0.00955,0.00014,9e-05,0.0014,0.00038,0.00598,9e-05
Clostridium sp. MB05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0
Clostridium sp. MD294,1e-05,1e-05,1e-05,3e-05,1e-05,1e-05,1e-05,1e-05,1e-05,3e-05,2e-05,0.0,1e-05,0.0,1e-05,0.0,1e-05,0.0,2e-05,0.0
Clostridium sp. SY8519,5e-05,3e-05,4e-05,5e-05,1e-05,0.0001,1e-05,8e-05,5e-05,4e-05,2e-05,2e-05,3e-05,8e-05,1e-05,0.0,0.00011,6e-05,0.0,0.0
Clostridium taeniosporum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0
Clostridium tetani,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium thermarum,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium thermosuccinogenes,0.0,1e-05,0.0,2e-05,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cobetia marina,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cohcovirus hiberniae,0.0,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019,1e-05,0.0,0.0,0.0,0.0,0.0
Cohcovirus splanchnicus,0.0,0.0,0.00015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039,1e-05,0.0,0.0,0.0,0.0,0.0
Cohnella sp. LGH,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cohnella sp. WGS1546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Collimonas pratensis,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collinsella aerofaciens,0.00998,0.00354,0.00273,9e-05,0.00079,0.02557,0.00018,0.00903,0.00011,0.00016,0.00025,5e-05,0.00164,0.04539,0.01667,2e-05,0.00556,5e-05,3e-05,2e-05
Collinsella sp. i05-0019-G5,0.00099,0.00043,0.00025,1e-05,3e-05,0.00356,1e-05,0.00088,1e-05,2e-05,5e-05,1e-05,0.00033,0.00602,0.00191,0.0,0.0005,0.0,0.0,0.0
Collinsella stercoris,8e-05,2e-05,0.00013,1e-05,0.00089,4e-05,1e-05,3e-05,1e-05,1e-05,0.00128,1e-05,1e-05,7e-05,2e-05,0.0,2e-05,0.0,0.0,0.0
Colwellia sp. PAMC 20917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comamonas antarctica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0
Comamonas aquatica,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comamonas endophytica,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comamonas sp. B21-038,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comamonas testosteroni,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comamonas thiooxydans,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Commensalibacter melissae,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Companilactobacillus paralimentarius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0
Conexibacter woesei,0.0,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coprobacter fastidiosus,0.0,1e-05,1e-05,0.0,1e-05,1e-05,5e-05,4e-05,0.0,1e-05,1e-05,0.0,0.00347,1e-05,1e-05,0.0,1e-05,0.0,0.0,0.0
Coprobacter secundus,0.0,1e-05,0.00027,0.0,2e-05,0.0,5e-05,3e-05,2e-05,1e-05,2e-05,3e-05,2e-05,2e-05,1e-05,2e-05,1e-05,1e-05,6e-05,2e-05
Coprococcus catus,0.00318,0.00021,0.00116,0.00034,0.00014,0.00193,0.00586,0.00015,0.00021,0.00015,6e-05,4e-05,0.00013,0.0001,0.00012,2e-05,0.00082,0.0016,2e-05,2e-05
Coprococcus comes,0.01159,0.00431,0.00689,0.00122,0.00037,0.01354,0.01167,0.00019,0.00647,0.00038,9e-05,5e-05,0.00188,0.00028,0.01047,6e-05,0.00223,0.00023,0.00056,6e-05
Coprococcus eutactus,0.0001,0.00126,0.00046,0.00021,6e-05,0.00069,4e-05,0.0022,0.00011,0.00013,2e-05,2e-05,9e-05,9e-05,9e-05,0.0,0.00024,6e-05,3e-05,0.0
Coprococcus sp. ART55/1,0.00025,0.00795,0.00017,8e-05,9e-05,0.00031,0.0002,0.01309,0.00014,8e-05,3e-05,5e-05,9e-05,0.00011,4e-05,1e-05,0.00021,0.0001,4e-05,1e-05
Coraliomargarita akajimensis,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corallococcus coralloides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Corallococcus macrosporus,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coriobacterium glomerans,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium accolens,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium amycolatum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium aquatimens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium argentoratense,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium belfantii,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium casei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium coyleae,0.0,0.0,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium durum,1e-05,1e-05,7e-05,6e-05,1e-05,2e-05,0.0,1e-05,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,1e-05
Corynebacterium glutamicum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium halotolerans,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium imitans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium kalinowskii,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium kroppenstedtii,0.0,0.0,0.0,0.0,1e-05,0.0,1e-05,1e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium kutscheri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium provencense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium pseudokroppenstedtii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0
Corynebacterium pyruviciproducens,0.0,0.0,0.0,0.0,0.0,6e-05,0.0,1e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium sanguinis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium simulans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium sp. NML98-0116,0.0,0.0,0.0,1e-05,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0
Corynebacterium tuberculostearicum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Corynebacterium ureicelerivorans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium urogenitale,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium variabile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croceibacter atlanticus,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cronobacter malonaticus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016,0.0,0.0,0.0,0.0,0.0,0.0
Cryptobacterium curtum,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Culoivirus americanus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Culoivirus faecalis,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cupriavidus necator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,1e-05
Cupriavidus neocaledonicus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cupriavidus oxalaticus,1e-05,1e-05,2e-05,2e-05,1e-05,3e-05,1e-05,2e-05,2e-05,1e-05,5e-05,4e-05,6e-05,5e-05,2e-05,2e-05,4e-05,1e-05,2e-05,2e-05
Cupriavidus sp. WKF15,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cupriavidus taiwanensis,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curtobacterium sp. Csp2,7e-05,9e-05,9e-05,0.00016,8e-05,0.00021,6e-05,0.00016,0.00011,8e-05,0.0004,0.0003,0.00044,0.00036,3e-05,0.00011,8e-05,0.00011,0.0002,0.00011
Cutibacterium acnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cutibacterium avidum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyanobium sp. NIES-981,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cylindrospermum stagnale,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cystobacter fuscus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0
